country,id,q1_term_positions,q1_no_term,q1_local_accessibility,q1_micro_accessibility,q1_neighbourhood_accessibility,q1_walking_accessibility,q1_non_motorized_accessibility,q1_active_accessibility,q1_accessibility_by_proximity,q1_proximity_based_accessibility,q1_active_travel_or_human_powered_transportation,q1_pedestrian_accessibility,q1_bicycle_accessibility,q1_short_based_accessibility,q1_urban_accessibility,q1_sustainable_accessibility,q1_other,q2_other_term,q3_term_comment,q4_nearby_distance,q5_jobs,q5_pre_primary_schools,q5_primary_schools,q5_high_schools,q5_higher_education_facilities,q5_hospitals,q5_pharmacies,q5_general_practitioner_medical_doctor,q5_sports_facilities_a_place_to_practice_sports,q5_parks_green_spaces,q5_playground,q5_banks_atm,q5_restaurants_cafes,q5_food_shopping,q5_non_food_shopping,q5_cinema_theater_other_cultural_facilities,q5_post_office_pick_up_points,q5_beauty_salon,q6_jobs2,q6_pre_primary_schools2,q6_primary_schools2,q6_high_schools2,q6_higher_education_facilities2,q6_hospitals2,q6_pharmacies2,q6_general_practitioner_medical_doctor_2,q6_sports_facilities_a_place_to_practice_sports_2,q6_parks_green_spaces2,q6_playground2,q6_banks_atm2,q6_restaurants_cafes2,q6_food_shopping2,q6_non_food_shopping2,q6_cinema_theater_other_cultural_facilities2,q6_post_office_pick_up_points2,q6_beauty_salon2,q7_any_additional_activity,q8_additional_activity,q9_reasonable_time_to_additional_activity,q10_professional_activity_positions,q10_political_responsibilities_politicians_decision_makers,q10_technical_responsibilities_planners,q10_consultant_responsibilities,q10_other_responsibilities,q11_importance_proximity_profession,q12_professional_field_positions,q12_urban_planning_land_use_planning_spatial_planning,q12_transport_planning_traffic_planning_traffic_engineering,q12_any_other_professional_field,q13_other_professional_field,q14_city_size_positions,q14_megacities_above_10_000_000_inhabitants,q14_very_large_cities_between_500_000_and_10_000_000_inhabitants,q14_large_cities_between_250_000_and_500_000_inhabitants,q14_medium_cities_between_100_000_and_250_000_inhabitants,q14_small_cities_100_000_inhabitants,q15_city,age,sex
ITALY,715,10;11;12;5;,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,,,2,3,4,5,4,4,4,5,5,3,5,4,4,4,5,4,3,3,1,6,2,2,5,5,4,2,2,4,2,2,3,3,2,3,4,3,5,Yes,fermata bus e/o stazione treni,10min,2;,0,1,0,0,3,1;,1,0,0,,4;,0,0,0,1,0,Bologna,4,2
ITALY,716,14;11;10;,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,,,4,3,5,4,3,3,5,5,5,4,4,4,2,3,4,2,3,4,1,5,2,3,5,5,2,3,3,4,4,4,4,5,3,5,4,2,7,No,,,2;,0,1,0,0,4,1;,1,0,0,,5;4;,0,0,0,1,1,Città Metropolitana di Bologna,2,2
ITALY,717,3;,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1,3,5,5,3,3,3,5,5,4,4,4,5,5,5,4,3,5,3,5,2,2,5,5,5,2,2,4,4,4,2,2,2,4,5,2,5,No,,,2;3;,0,1,1,0,4,2;,0,1,0,,4;5;,0,0,0,1,1,Città della Calabria,3,1
ITALY,718,4;11;10;14;,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,,,5,5,5,5,3,3,3,4,5,5,5,5,3,4,4,2,3,1,1,3,1,1,5,5,4,1,1,2,1,1,3,3,3,4,6,3,6,,,,1;2;,1,1,0,0,5,1;3;,1,0,1,gestione dei rifiuti,5;,0,0,0,0,1,"Ciampino, Albano Laziale",3,2
ITALY,719,12;,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,3,4,4,4,3,3,2,3,2,4,4,3,1,2,3,2,3,1,1,3,2,2,3,3,3,2,2,2,2,3,5,3,3,5,3,4,4,No,,,1;2;,1,1,0,0,4,1;,1,0,0,,5;,0,0,0,0,1,Rovigo,2,1
ITALY,720,6;4;5;10;11;,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,,,3,2,5,5,3,3,3,5,5,5,5,5,4,4,5,5,4,4,4,4,1,1,4,4,4,2,1,2,1,1,3,2,1,1,3,2,5,,,,2;,0,1,0,0,4,2;1;,1,1,0,,5;,0,0,0,0,1,Bologna,4,2
ITALY,721,1;,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4,3,5,5,4,4,3,5,5,4,5,5,4,4,4,4,3,4,2,5,1,3,5,5,5,3,3,3,2,2,2,3,2,2,4,3,7,No,,,2;,0,1,0,0,5,1;,1,0,0,,2;,0,1,0,0,0,bologna,4,2
ITALY,722,6;4;11;10;14;,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,,l'accessibilità di prossimità è quella che possiamo sviluppare attraverso la mobilità attiva che è quella a piedi o in bicicletta attraverso un'adeguata rete ciclopedonale. nella mobilità di prossimità ha un ruolo importante anche la bicicletta,3,5,5,5,3,3,3,5,5,4,5,5,5,4,5,4,3,5,1,3,2,2,3,3,3,2,2,3,1,1,1,2,2,3,3,2,5,No,,,1;2;,1,1,0,0,5,1;2;3;,1,1,1,ambiente,5;,0,0,0,0,1,Comune di Imola,3,2
ITALY,723,4;,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,3,3,5,5,4,4,3,4,3,3,4,5,3,3,4,4,3,3,2,4,3,3,4,4,3,3,3,3,2,3,4,4,3,3,3,4,5,No,,,1;,1,0,0,0,5,1;,1,0,0,,4;,0,0,0,1,0,Parma,4,2
ITALY,724,1;4;5;8;10;11;12;14;,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,,,3,4,5,4,4,5,4,5,5,4,4,3,5,2,3,2,1,4,1,3,3,3,4,4,3,2,2,3,5,4,2,6,4,7,7,2,7,No,,,2;,0,1,0,0,5,3;,0,0,1,mobilità sostenibile,3;,0,0,1,0,0,Catania,4,1
ITALY,725,4;8;,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,,1,3,4,4,3,3,5,5,5,4,5,4,4,4,5,3,3,2,2,5,3,3,3,3,1,2,1,4,1,2,2,2,2,4,3,4,3,No,,,2;,0,1,0,0,3,1;,1,0,0,,4;,0,0,0,1,0,Bologna,2,2
ITALY,726,3;,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,3,4,4,4,3,3,4,4,4,4,4,4,4,3,4,3,3,4,3,4,2,2,4,4,1,2,2,2,2,2,2,4,2,3,3,2,4,No,,,1;,1,0,0,0,4,1;,1,0,0,,2;,0,1,0,0,0,Torino,3,2
ITALY,727,10;1;8;,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,"Non trovo una definizione puntuale ed esaustiva. Locale è la dimensione in cui è articolata la strategia dei 38 rioni (comune di Modena) che mette al centro la persona (sguardo alle persone fragili ), allo sviluppo dell'autonomia e dell'inclusione, la presenza dei servizi esistenti e di quelli da promuovere con nuovi interventi. Elemento di riferimento è la persona a piedi o con supporti per muoversi a piedi (girello, carozzina) a seguire ciclabilità, dentro una città 30 (minuti) quindi che pone prima il TPL poi all'ultimo posto l'auto privata.",1,3,5,5,4,4,3,5,5,4,5,5,2,3,4,3,4,4,3,3,1,1,3,3,3,1,1,2,1,1,4,3,1,2,2,1,4,Yes,"luoghi di aggregazione come parrocchie, centri sociali. sale ricreative ...",5min,1;,1,0,0,0,5,1;,1,0,0,,4;,0,0,0,1,0,Comune di Modena,5,2
ITALY,728,1;11;3;2;,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,,,2,5,5,5,5,4,5,4,5,5,5,2,2,2,4,2,3,4,2,5,2,2,4,4,4,3,3,3,2,1,1,3,2,3,3,1,4,No,,,2;3;,0,1,1,0,4,2;,0,1,0,,3;,0,0,1,0,0,BOLOGNA,3,2
ITALY,729,12;13;14;,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,2,4,4,3,3,3,3,3,3,2,3,3,2,2,3,2,2,3,2,3,3,3,4,4,3,3,3,4,3,3,3,4,3,4,4,3,4,,,,2;3;,0,1,1,0,3,2;,0,1,0,,5;,0,0,0,0,1,Campobasso,3,1
ITALY,730,4;6;10;11;12;8;3;,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,,ritengo necessario chiarire il nesso tra vicinanza spaziale e accessibilità pedociclabile (presenza di percorsi e camminamenti sicuri e privi di barriere architettoniche),3,4,5,5,4,4,2,4,4,4,4,4,3,3,4,3,3,3,2,4,2,2,4,4,3,2,2,2,2,1,3,3,2,3,3,2,5,No,,,2;,0,1,0,0,3,2;,0,1,0,,4;,0,0,0,1,0,ANCONA,4,1
ITALY,731,3;12;,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,2,4,5,4,3,1,5,5,4,2,2,2,3,1,3,1,1,3,1,4,2,2,3,4,1,1,2,3,2,2,2,4,3,4,4,3,4,No,,,2;3;,0,1,1,0,3,2;,0,1,0,,2;,0,1,0,0,0,Napoli,4,2
ITALY,732,1;2;3;4;6;10;11;14;,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,,,2,5,5,5,3,3,5,5,5,3,4,4,3,2,4,2,2,3,2,3,2,2,5,7,2,2,2,5,2,2,2,5,2,5,5,2,5,No,,,2;1;,1,1,0,0,4,2;,0,1,0,,5;,0,0,0,0,1,L'Aquila,3,1
ITALY,733,1;13;10;11;14;,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,,,2,4,4,3,2,2,3,5,5,4,5,3,4,4,5,4,4,4,1,3,3,3,5,5,3,2,1,3,2,2,3,3,1,2,3,2,5,No,,,2;,0,1,0,0,5,1;,1,0,0,,2;,0,1,0,0,0,Bologna,2,1
ITALY,734,1;12;13;,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,2,2,5,5,3,3,5,5,5,5,4,5,3,2,5,4,4,2,2,5,1,2,4,4,2,2,2,2,2,1,4,4,3,4,2,4,4,Yes,uffici comunali,15min,2;,0,1,0,0,4,2;,0,1,0,,2;,0,1,0,0,0,Città metropolitana di Bologna,3,2
ITALY,735,0;,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,5,3,3,2,2,3,3,2,2,3,3,4,2,3,2,2,3,1,2,2,2,2,3,3,2,2,3,2,3,2,3,2,3,3,2,4,No,,,1;2;,1,1,0,0,3,2;,0,1,0,,4;,0,0,0,1,0,,5,1
ITALY,736,12;11;,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,6,5,5,5,4,4,4,5,4,4,5,5,5,4,5,4,3,4,1,3,2,2,3,3,3,2,2,3,3,3,3,3,2,2,3,3,3,No,,,1;2;3;,1,1,1,0,5,1;2;,1,1,0,,4;,0,0,0,1,0,,4,1
ITALY,737,2;3;4;12;,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,,,3,5,5,5,3,3,3,4,3,2,2,2,3,1,3,2,2,3,1,4,2,2,4,4,5,2,4,5,5,5,2,5,3,3,4,4,6,No,,,2;,0,1,0,0,5,2;,0,1,0,,4;,0,0,0,1,0,rimini,4,1
ITALY,738,6;,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,5,5,5,5,4,4,3,3,3,5,5,5,5,1,5,3,3,3,3,4,2,2,4,4,3,1,2,4,4,1,2,7,3,4,4,2,7,No,,,2;,0,1,0,0,5,2;,0,1,0,,2;5;,0,1,0,0,1,Città metropolitana di Bologna,3,2
ITALY,739,11;14;10;,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,,,3,3,5,5,3,3,5,3,3,5,3,3,3,3,4,1,1,4,1,5,1,1,5,5,2,2,5,3,3,3,2,3,2,3,3,2,3,Yes,veterinario,20min,2;,0,1,0,0,3,1;,1,0,0,,4;,0,0,0,1,0,Salerno,4,1
ITALY,740,1;,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,qualità delle connessioni di ultimo miglio,2,5,5,4,4,3,2,5,5,4,5,5,5,4,5,4,3,3,1,4,4,4,4,4,3,3,3,3,1,1,1,2,1,2,3,2,4,,,,2;,0,1,0,0,3,2;,0,1,0,,2;,0,1,0,0,0,Roma,5,1
ITALY,741,10;11;,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,3,5,5,5,4,4,5,5,5,4,4,5,3,3,4,3,3,3,1,3,2,2,2,2,1,1,1,2,2,2,3,7,2,2,2,2,7,,,,1;,1,0,0,0,5,3;,0,0,1,Welfare,4;,0,0,0,1,0,Lecce,3,2
ITALY,742,3;8;10;9;11;12;4;,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,,,3,2,5,5,3,3,4,5,5,5,5,5,4,5,5,5,4,5,2,4,2,2,4,4,2,2,2,2,2,2,2,2,2,2,3,2,4,Yes,hub di trasporto multimodale,15min,2;,0,1,0,0,5,2;,0,1,0,,5;,0,0,0,0,1,Città metropolitana Bologna,2,2
ITALY,743,10;11;5;14;,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,,,1,3,5,5,4,3,3,5,4,5,5,5,5,3,4,3,2,5,2,3,1,1,2,3,3,1,2,1,1,1,1,3,1,2,3,1,4,Yes,Punti di erogazione servizi di mobilità in sharing,5min,2;,0,1,0,0,5,3;,0,0,1,Pianificazione dei trasporti e della mobilità sostenibile,5;,0,0,0,0,1,L'Aquila,3,2
ITALY,744,3;4;6;1;14;11;,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,,,3,3,3,3,3,3,4,4,4,3,3,3,3,2,3,3,2,3,2,5,4,4,4,4,3,3,3,4,4,4,4,4,4,5,4,4,5,No,,,1;4;,1,0,0,1,4,1;,1,0,0,,4;,0,0,0,1,0,Terni,3,2
ITALY,745,14;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,3,4,5,4,2,2,2,4,5,3,3,4,3,3,4,2,2,2,1,3,1,2,4,4,4,3,2,4,3,2,3,3,2,4,5,3,6,,,,2;,0,1,0,0,5,1;2;,1,1,0,,5;,0,0,0,0,1,Potenza (PZ),4,1
ITALY,746,5;,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,2,5,4,5,4,4,4,4,4,5,5,5,5,4,4,4,3,3,3,6,4,4,5,5,4,5,3,4,2,2,2,6,3,6,5,3,6,No,,,2;,0,1,0,0,5,2;,0,1,0,,4;,0,0,0,1,0,Cagliari,2,2
ITALY,747,12;11;10;1;,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,,,2,3,5,5,2,2,2,5,5,5,5,5,5,4,5,4,4,4,1,5,2,2,5,5,4,2,2,2,2,2,2,4,2,5,4,2,7,No,,,2;,0,1,0,0,4,1;,1,0,0,,5;,0,0,0,0,1,Città metropolitana di Bologna,1,1
ITALY,748,1;3;5;6;8;9;10;11;12;13;14;,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,,,3,3,4,4,3,3,5,5,5,3,3,3,3,3,4,3,4,4,2,5,3,3,4,4,3,3,3,5,4,3,4,5,3,4,4,4,6,No,,,1;,1,0,0,0,4,1;,1,0,0,,4;,0,0,0,1,0,BOLOGNA,3,2
ITALY,749,14;10;5;15;,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,accessibilità universale,,4,3,5,5,3,3,3,5,5,4,5,5,5,5,5,4,4,5,3,5,2,2,5,5,3,1,2,3,3,3,2,4,2,4,5,2,5,Yes,fermate del trasporto pubblico; poliambulatorio/casa della salute,15min,2;,0,1,0,0,5,1;,1,0,0,,3;,0,0,1,0,0,bologna,3,2
KENYA,750,3;13;14;,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,,,5,5,4,4,4,4,5,4,4,4,5,4,3,4,4,3,3,3,2,5,4,5,6,7,7,3,5,7,4,4,6,5,4,5,7,7,7,No,,,2;,0,1,0,0,5,1;,1,0,0,,2;,0,1,0,0,0,Nairobi,2,1
KENYA,751,3;1;,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,5,4,5,5,2,1,5,5,5,3,5,3,3,3,4,3,4,5,3,6,2,4,7,7,1,1,1,5,4,5,5,5,2,5,6,2,5,,,,2;,0,1,0,0,3,1;,1,0,0,,3;2;,0,1,1,0,0,Nairobi,1,2
KENYA,752,7;4;5;11;13;14;10;3;,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,,Over the past three years the City management has been working on developing a sustainable urban mobility plan. This aims at having a seamless access and circulation within the City. Through this the City has been able to implement key infrastructure projects to ensure 15 min access to destinations within the City. To start with installation of NMT facilities and tarmacking of key access roads have been implemented.,2,5,4,4,2,2,5,4,4,4,5,4,5,3,4,3,3,4,3,2,2,3,3,4,2,2,2,3,3,5,3,3,3,2,5,2,1,Yes,Bus parks,15min,2;3;1;,1,1,1,0,5,1;,1,0,0,,2;,0,1,0,0,0,Nakuru City,1,1
KENYA,753,5;11;10;13;14;1;3;,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,,,1,3,4,3,4,3,5,4,4,4,4,4,5,5,5,4,4,4,4,3,3,2,4,7,5,5,6,6,6,7,6,6,6,6,6,2,3,,,,2;,0,1,0,0,5,1;,1,0,0,,5;,0,0,0,0,1,Kabarnet,1,1
KENYA,754,5;7;8;15;,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,Proximity-Resilient Accessibility,Sustainability element can also be looped in ie Sustainable Proximity-Resilient Accessibility,4,2,5,5,3,2,5,5,5,5,5,5,4,5,5,4,4,2,4,4,1,2,4,5,2,1,1,1,1,1,2,1,1,1,3,2,2,Yes,Barber Shop; Cyber/Printing Area; Police Station; Church/Worship Area; Gym; Bar;,5min,2;,0,1,0,0,5,1;3;,1,0,1,Urban Management,2;3;,0,1,1,0,0,Nairobi City; Ruiru Municipality (Kiambu County Government),2,1
KENYA,755,1;3;6;,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,3,5,5,4,3,2,5,4,3,4,5,5,4,4,4,4,4,4,4,5,4,4,4,7,5,6,6,7,7,7,6,7,6,7,7,7,7,No,,,2;,0,1,0,0,5,1;,1,0,0,,5;,0,0,0,0,1,Lamu,2,1
KENYA,756,1;7;4;10;,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,,,2,5,5,5,3,2,4,4,3,2,2,4,4,4,5,5,1,3,3,5,2,2,3,4,2,2,4,4,3,2,3,3,2,2,5,4,3,No,,,2;,0,1,0,0,3,1;,1,0,0,,5;,0,0,0,0,1,"Nairobi, Machakos",1,2
KENYA,757,5;8;,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,,3,4,5,5,5,3,5,5,5,4,5,5,3,4,5,3,3,3,2,5,2,3,4,5,2,2,2,3,3,1,4,3,3,4,5,4,5,Yes,petrol station and cyber cafes,,2;,0,1,0,0,4,1;,1,0,0,,3;,0,0,1,0,0,Kisumu,1,2
KENYA,758,8;4;3;13;10;5;1;,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,,,4,4,5,5,4,2,5,5,5,3,5,5,4,3,4,4,4,4,3,4,1,2,3,5,3,3,3,5,2,1,3,3,2,3,4,4,4,No,,,2;,0,1,0,0,5,2;1;,1,1,0,,5;,0,0,0,0,1,Kitale town,1,1
KENYA,759,5;,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,5,5,5,5,4,5,5,5,5,5,5,4,4,5,4,4,4,4,5,2,2,4,6,5,5,6,6,6,4,6,6,6,6,6,6,6,No,,,2;,0,1,0,0,5,1;,1,0,0,,5;,0,0,0,0,1,Narok,1,1
KENYA,760,4;3;5;10;11;13;,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,,,2,5,5,5,3,2,5,4,4,3,4,5,3,2,3,3,2,2,2,3,1,2,7,7,3,3,3,4,2,1,5,5,4,4,5,5,4,No,,,2;3;,0,1,1,0,5,1;3;,1,0,1,Community Engagement,3;5;,0,0,1,0,1,Eldoret,1,2
KENYA,761,8;12;7;,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,,The term used should reflect accessibility within a certain proximity therefore referring to it as non motorized or pedestrian or neighborhood accessibility creates an assumption of the means of transport instead of creating an argument of proximity and accessibility,5,5,5,5,5,5,5,5,5,5,3,3,5,5,3,3,5,5,5,3,3,3,3,3,2,2,2,3,4,4,3,3,4,4,3,3,3,No,,,2;,0,1,0,0,5,1;,1,0,0,,3;,0,0,1,0,0,Mombasa,1,2
KENYA,762,8;,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,2,5,5,4,3,3,5,5,4,4,4,4,3,3,3,3,3,3,4,2,1,2,3,7,2,2,4,3,2,2,3,3,3,3,3,3,2,No,,,2;,0,1,0,0,5,1;,1,0,0,,5;4;,0,0,0,1,1,LAMU COUNTY,1,2
KENYA,763,13;14;5;,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,,I would just suggest we rename it sustainable urban mobility survey,1,3,4,4,3,3,3,4,3,2,4,4,2,3,3,2,2,2,2,5,3,4,5,6,5,1,4,2,2,1,4,3,1,6,4,6,5,No,,,2;,0,1,0,0,5,1;,1,0,0,,2;,0,1,0,0,0,Kisumu,4,1
KENYA,764,3;,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1,5,2,3,2,3,2,2,1,2,1,1,2,2,1,2,2,2,1,3,5,4,6,7,5,5,7,6,7,5,4,1,1,2,7,7,5,Yes,Beach day activities,15min,2;,0,1,0,0,5,1;,1,0,0,,1;3;,1,0,1,0,0,Mombasa and Nairobi,1,1
KENYA,765,5;,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Accessibility which involves walking and biking within a walking or biking distance,5,5,5,5,4,2,5,5,5,4,5,5,5,5,5,5,4,4,4,5,2,4,5,7,2,2,2,3,3,2,2,3,3,4,5,4,3,No,,,2;,0,1,0,0,5,1;,1,0,0,,4;,0,0,0,1,0,Migori Municipality,2,1
KENYA,766,3;4;5;10;11;15;,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,"Neighborhoods where you can work, live and invest","A closely knit city that provides easy accessibility to work and live, with easy accessibility that promotes non motorized transport due to short distances to travel.",6,5,5,5,4,3,5,5,5,5,5,5,4,5,5,5,3,4,4,5,3,4,5,6,1,1,2,4,2,2,3,4,2,3,4,3,2,No,,,2;,0,1,0,0,5,3;,0,0,1,Housing and Urban Renewal,2;,0,1,0,0,0,Nairobi,4,2
KENYA,767,14;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,3,3,5,5,3,2,5,4,5,3,3,3,4,4,4,2,2,3,3,6,2,2,4,5,1,2,1,5,5,5,3,4,2,4,5,5,5,No,,,2;,0,1,0,0,5,1;,1,0,0,,2;,0,1,0,0,0,kiambu,1,2
KENYA,768,0;8;,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Not applicable,Accessibility is measured in terms of kilometres per area.,1,5,5,5,2,1,3,3,2,4,4,4,2,5,5,5,4,4,5,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,No,,,2;,0,1,0,0,5,1;,1,0,0,No,5;,0,0,0,0,1,Bungoma,2,1
KENYA,769,1;3;4;5;,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,3,1,5,5,1,5,4,5,5,2,4,3,4,3,5,4,2,2,3,6,1,2,7,2,4,2,4,7,4,4,5,3,1,5,7,5,6,No,,,1;2;,1,1,0,0,5,1;,1,0,0,,5;,0,0,0,0,1,kilifi,1,2
KENYA,770,10;11;14;,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,,The terms largely capture what accessibility by proximity is to me,4,3,5,5,4,2,5,5,4,4,5,5,4,5,5,4,3,3,3,5,1,2,3,7,4,2,2,3,2,1,4,3,1,2,5,7,6,No,,,2;3;,0,1,1,0,5,1;,1,0,0,,2;,0,1,0,0,0,Nairobi and Voi,2,1
KENYA,771,5;4;3;,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,3,5,5,5,5,5,5,4,3,2,3,4,3,2,4,1,1,3,2,5,2,2,3,5,3,5,6,7,5,3,7,6,4,7,7,4,4,Yes,Garage and Car wash,15min,2;,0,1,0,0,5,2;,0,1,0,,3;,0,0,1,0,0,Nairobi,2,2
NETHERLANDS,772,7;9;10;11;14;15;,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,functiemenging,"mengen van functies als wonen, werken, winkels, voorzieningen",2,3,5,5,3,2,3,4,4,3,5,1,2,3,5,3,3,4,3,5,2,1,4,5,3,2,1,2,1,1,3,3,1,3,4,1,4,Yes,buurthuis/ontmoetingsplek,5min,3;2;,0,1,1,0,4,2;,0,1,0,,4;5;,0,0,0,1,1,"huidig: Arnhem. Voorheen: Lingewaard, Nijmegen en Renkum",4,1
NETHERLANDS,773,10;11;,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,3,5,5,5,3,3,5,5,5,3,5,5,4,3,5,2,4,2,1,4,2,1,5,5,2,2,2,3,1,1,2,4,1,4,3,2,4,No,,,3;,0,0,1,0,5,2;,0,1,0,,4;,0,0,0,1,0,Arnhem,3,1
NETHERLANDS,774,4;5;9;10;11;13;14;,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,,,5,2,4,4,3,2,2,4,3,4,4,4,3,2,3,2,3,3,1,6,3,3,4,5,5,4,4,4,2,2,4,5,4,5,5,4,6,No,,,3;,0,0,1,0,4,2;,0,1,0,,2;,0,1,0,0,0,,4,1
NETHERLANDS,775,0;,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,4,4,4,1,1,4,5,5,2,3,1,1,2,5,3,1,4,1,5,3,2,5,6,6,3,2,6,5,5,5,5,2,5,7,2,7,No,,,3;,0,0,1,0,3,2;,0,1,0,,3;,0,0,1,0,0,,3,1
NETHERLANDS,776,1;10;11;14;,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,,,2,1,4,5,3,1,2,4,4,5,5,5,3,3,4,3,2,4,2,6,2,1,5,7,5,3,2,2,1,1,3,3,2,4,5,2,4,No,,,3;,0,0,1,0,4,2;,0,1,0,,5;,0,0,0,0,1,Steenbergen,2,2
NETHERLANDS,777,1;4;13;,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,2,1,3,4,3,2,3,5,5,5,5,5,4,4,4,3,1,5,4,6,2,3,4,5,5,2,2,2,1,1,2,2,2,4,4,1,3,Yes,"OV-knooppunt (station, hub, halte met HOV)",10min,2;3;,0,1,1,0,4,2;,0,1,0,,5;,0,0,0,0,1,,1,1
NETHERLANDS,778,1;4;10;11;,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,,,2,2,5,5,2,2,3,5,5,2,5,5,1,5,5,2,3,4,1,6,2,2,5,6,5,2,1,4,1,1,3,1,1,5,5,3,7,No,,,3;,0,0,1,0,4,2;,0,1,0,,5;,0,0,0,0,1,Dijk en Waard,3,1
NETHERLANDS,779,1;,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,7,3,5,5,3,3,3,4,4,3,4,4,4,2,4,3,2,5,3,6,3,3,4,4,5,3,3,5,3,3,3,6,3,5,6,3,5,No,,,1;2;3;,1,1,1,0,5,2;,0,1,0,,5;,0,0,0,0,1,Borger-Odoorn,2,1
NETHERLANDS,780,1;3;12;11;10;,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,,een term die bewoners begrijpen,2,3,4,5,4,3,4,4,4,4,4,4,4,3,5,3,3,4,3,6,2,2,5,7,5,4,3,5,5,3,4,6,2,4,6,2,5,Yes,opstaplocatie (frequent) openbaar vervoer,10min,1;2;3;,1,1,1,0,3,2;,0,1,0,,5;,0,0,0,0,1,,3,2
